height_cm,weight_kg,preferred_foot,skill_moves,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_heading_accuracy,skill_curve,skill_fk_accuracy,skill_long_passing,movement_agility,movement_balance,power_jumping,mentality_aggression,mentality_penalties,position
186,80,0,4,81.0,79.0,76.0,79.0,64.0,74.0,80,80,73,75,72,81,78,85,65,76,LM
180,75,1,3,65.0,79.0,79.0,79.0,82.0,82.0,76,81,76,68,79,81,77,82,92,81,CM
180,76,0,4,64.0,81.0,81.0,82.0,40.0,66.0,79,63,82,69,80,73,77,65,58,90,CF
192,83,1,4,79.0,81.0,79.0,78.0,44.0,82.0,77,79,79,72,74,70,80,78,77,79,ST
174,76,0,5,79.0,76.0,78.0,86.0,47.0,68.0,75,53,82,72,73,85,84,66,58,80,CAM
180,74,1,3,67.0,64.0,74.0,75.0,80.0,85.0,72,80,68,46,77,72,73,93,87,66,CDM
183,76,1,2,63.0,57.0,62.0,59.0,83.0,81.0,52,79,50,39,70,58,58,88,90,45,CB
182,79,0,2,75.0,71.0,74.0,74.0,83.0,82.0,68,83,71,68,80,73,72,91,85,60,CDM
181,83,1,3,84.0,82.0,73.0,75.0,37.0,85.0,74,84,69,71,64,73,74,85,80,75,ST
178,66,1,3,70.0,67.0,81.0,85.0,63.0,62.0,72,34,80,75,78,90,82,67,66,64,CM
178,73,1,3,79.0,84.0,70.0,80.0,45.0,70.0,66,78,72,70,61,77,77,79,67,81,ST
177,72,1,3,75.0,77.0,81.0,82.0,64.0,66.0,80,45,83,77,81,77,77,67,67,78,CM
171,67,1,4,82.0,75.0,79.0,82.0,63.0,69.0,73,65,77,79,80,92,75,62,63,74,CAM
180,75,0,4,53.0,86.0,86.0,86.0,50.0,60.0,89,62,89,86,85,78,76,46,60,81,RW
184,78,1,3,73.0,67.0,73.0,74.0,82.0,79.0,76,76,73,73,74,62,65,75,78,67,RB
178,68,1,4,76.0,63.0,80.0,77.0,76.0,73.0,82,70,78,60,78,69,73,42,67,57,RB
182,75,0,4,80.0,81.0,82.0,82.0,36.0,66.0,84,48,86,76,80,85,75,56,70,84,RW
175,70,1,3,77.0,84.0,69.0,81.0,35.0,61.0,60,78,85,85,51,83,81,67,57,71,ST
180,76,1,2,78.0,37.0,66.0,69.0,81.0,80.0,70,79,55,37,61,65,74,83,79,45,CB
188,83,1,3,64.0,63.0,71.0,73.0,80.0,86.0,58,83,54,53,78,54,60,77,80,57,CDM
174,70,1,4,90.0,79.0,70.0,86.0,43.0,68.0,70,65,71,71,66,93,92,95,78,74,RM
188,81,1,2,57.0,45.0,67.0,65.0,82.0,81.0,59,83,54,53,73,55,53,85,85,52,CB
190,95,1,2,65.0,51.0,63.0,57.0,81.0,85.0,49,84,60,59,68,52,52,91,84,59,CB
182,77,0,2,71.0,56.0,66.0,64.0,81.0,79.0,51,76,72,51,83,68,61,91,84,39,CB
186,87,1,2,49.0,36.0,52.0,55.0,84.0,80.0,39,85,28,32,58,48,56,91,80,41,CB
173,66,1,3,59.0,74.0,86.0,78.0,67.0,73.0,89,57,92,92,84,75,76,65,73,79,CM
172,63,1,4,87.0,78.0,78.0,82.0,47.0,64.0,82,45,77,68,71,89,91,71,52,77,RM
184,74,0,3,65.0,81.0,79.0,78.0,76.0,74.0,69,58,83,81,83,68,67,61,77,57,CDM
180,75,1,4,66.0,71.0,83.0,79.0,76.0,79.0,79,60,80,78,85,71,75,66,89,64,CDM
186,76,0,4,79.0,75.0,80.0,83.0,30.0,58.0,81,42,80,73,76,84,75,61,41,60,RW
177,76,1,4,70.0,73.0,82.0,83.0,35.0,62.0,82,44,79,75,76,78,82,53,61,71,CAM
181,84,1,3,76.0,81.0,59.0,78.0,38.0,83.0,42,84,64,56,48,75,77,83,83,77,ST
173,70,1,4,82.0,73.0,79.0,80.0,69.0,69.0,83,58,83,71,76,81,81,69,72,56,RW
169,62,0,4,77.0,66.0,77.0,81.0,75.0,71.0,70,52,76,74,80,88,87,80,87,64,CDM
192,80,0,3,76.0,74.0,76.0,80.0,76.0,79.0,70,69,55,59,80,69,69,73,69,67,CM
180,75,1,4,81.0,75.0,81.0,85.0,70.0,61.0,77,52,80,65,81,85,79,52,56,51,CM
172,71,1,4,78.0,69.0,79.0,85.0,63.0,68.0,79,57,80,72,77,85,82,45,77,72,LM
174,74,1,4,88.0,80.0,75.0,83.0,38.0,70.0,79,51,65,78,71,92,93,81,72,72,LM
184,76,1,4,87.0,80.0,73.0,85.0,35.0,68.0,73,71,84,54,60,82,79,73,54,80,ST
185,83,1,4,73.0,75.0,80.0,84.0,48.0,66.0,79,54,77,65,79,84,83,62,38,54,CAM
186,80,1,4,94.0,78.0,72.0,78.0,37.0,81.0,76,73,76,53,66,78,62,88,75,64,ST
171,67,0,4,83.0,77.0,78.0,84.0,42.0,55.0,80,40,79,77,76,89,87,51,63,70,RM
180,70,1,4,86.0,82.0,75.0,85.0,52.0,68.0,77,64,82,68,68,80,83,63,58,76,ST
178,72,1,2,69.0,37.0,62.0,62.0,83.0,79.0,60,77,51,48,69,70,67,79,88,41,CB
185,72,1,3,84.0,64.0,72.0,77.0,77.0,79.0,82,76,50,30,70,68,74,74,79,47,RWB
184,74,1,3,68.0,78.0,76.0,79.0,72.0,77.0,67,69,78,65,78,75,69,71,76,61,CM
187,71,1,3,83.0,77.0,64.0,77.0,39.0,82.0,65,89,64,54,47,72,65,91,78,77,ST
175,70,1,4,93.0,76.0,72.0,82.0,41.0,62.0,73,62,72,65,65,89,82,67,64,73,RW
178,72,1,3,67.0,65.0,76.0,75.0,78.0,82.0,70,65,62,71,82,72,72,82,86,58,CDM
179,68,1,4,86.0,79.0,76.0,82.0,36.0,68.0,81,58,76,70,69,84,75,63,64,69,LM
180,72,1,3,81.0,68.0,77.0,78.0,80.0,77.0,78,69,70,47,78,76,74,73,85,54,CDM
183,73,0,4,88.0,79.0,75.0,83.0,36.0,65.0,77,57,81,79,66,88,79,66,43,85,RM
187,84,1,3,80.0,49.0,69.0,73.0,82.0,80.0,74,74,69,33,70,67,65,90,83,45,RWB
177,68,0,4,75.0,76.0,82.0,83.0,69.0,73.0,79,60,82,79,83,83,80,57,82,65,CM
182,79,1,2,68.0,49.0,62.0,64.0,82.0,77.0,48,74,56,50,70,54,74,90,83,61,CB
186,77,1,3,78.0,74.0,81.0,80.0,72.0,77.0,74,71,70,70,82,79,86,70,72,80,CAM
181,82,1,2,71.0,61.0,57.0,63.0,82.0,80.0,40,83,72,58,58,61,63,91,86,62,CB
172,68,0,2,93.0,66.0,75.0,76.0,72.0,77.0,81,66,70,66,71,81,78,75,69,65,LWB
175,70,1,2,77.0,57.0,74.0,77.0,82.0,68.0,61,70,54,57,78,72,77,40,75,77,CDM
188,83,1,4,78.0,84.0,62.0,72.0,33.0,71.0,56,83,59,67,47,60,47,85,65,77,ST
178,69,0,4,79.0,54.0,76.0,79.0,75.0,74.0,82,69,83,52,71,83,81,71,69,61,LB
184,79,1,2,76.0,81.0,67.0,77.0,20.0,78.0,68,82,59,49,60,75,66,81,62,87,ST
181,79,0,4,74.0,80.0,83.0,81.0,64.0,79.0,79,74,85,86,81,69,73,74,78,83,CF
179,72,1,4,79.0,74.0,81.0,85.0,69.0,65.0,81,59,81,76,80,85,83,59,59,65,CAM
180,72,0,4,74.0,75.0,79.0,83.0,69.0,78.0,71,60,80,73,79,76,79,79,78,75,CM
180,76,1,3,78.0,77.0,82.0,79.0,71.0,71.0,77,56,80,82,82,75,73,58,65,86,CM
180,66,1,3,86.0,77.0,76.0,81.0,45.0,63.0,78,46,76,69,68,81,79,59,48,54,LM
175,70,1,4,75.0,75.0,81.0,85.0,66.0,71.0,70,59,80,72,80,84,83,66,69,74,CM
174,67,1,3,92.0,62.0,76.0,82.0,70.0,65.0,83,44,68,58,75,89,89,39,66,55,RWB
178,87,1,3,80.0,58.0,77.0,77.0,76.0,80.0,86,69,82,76,71,72,85,73,74,50,RWB
172,66,0,3,79.0,67.0,78.0,80.0,73.0,74.0,81,57,78,48,79,78,83,77,76,47,LM
173,65,1,4,76.0,81.0,79.0,84.0,56.0,65.0,75,40,77,72,78,83,87,43,64,74,RW
170,68,0,4,94.0,67.0,73.0,85.0,41.0,53.0,75,28,66,41,70,92,93,62,51,42,LW
178,68,0,3,86.0,58.0,75.0,78.0,78.0,70.0,82,72,73,45,70,75,74,64,76,42,LB
194,85,1,2,75.0,52.0,65.0,69.0,82.0,79.0,39,82,46,32,80,67,65,78,80,77,CB
186,75,0,4,84.0,74.0,77.0,84.0,56.0,76.0,80,54,83,61,69,77,73,66,67,65,RW
173,70,0,4,84.0,67.0,76.0,81.0,77.0,75.0,81,70,81,57,75,85,81,77,78,54,LB
174,61,1,4,78.0,65.0,79.0,84.0,66.0,63.0,68,50,73,51,80,88,89,65,59,53,CM
170,61,1,3,50.0,72.0,84.0,80.0,70.0,66.0,85,68,84,82,83,75,85,69,74,70,CM
188,77,1,2,52.0,32.0,61.0,60.0,83.0,77.0,52,80,34,37,65,45,57,80,82,44,CB
184,83,1,3,41.0,82.0,81.0,78.0,65.0,83.0,80,90,78,68,82,54,61,92,84,85,ST
183,73,1,4,68.0,77.0,81.0,80.0,70.0,71.0,78,74,80,70,82,76,72,73,60,70,CM
181,74,1,3,74.0,77.0,80.0,77.0,76.0,76.0,79,69,78,84,81,73,71,68,74,61,RB
174,75,0,5,73.0,72.0,80.0,87.0,75.0,71.0,84,72,84,67,77,80,78,74,77,59,LB
175,77,1,4,69.0,77.0,83.0,82.0,38.0,67.0,85,59,83,74,80,81,73,40,57,79,LW
189,94,1,2,63.0,45.0,52.0,63.0,81.0,82.0,45,77,34,27,61,59,53,80,85,41,CB
180,77,0,3,65.0,61.0,74.0,74.0,80.0,68.0,78,72,74,52,70,69,69,74,77,61,LB
176,65,1,3,71.0,84.0,78.0,74.0,73.0,80.0,73,59,73,68,79,69,83,74,85,63,CAM
187,78,1,2,57.0,48.0,63.0,61.0,80.0,78.0,52,82,49,49,70,57,53,89,81,50,CB
191,86,0,2,56.0,40.0,60.0,62.0,82.0,76.0,51,82,51,36,69,52,51,81,78,39,CB
168,62,1,4,78.0,76.0,78.0,83.0,43.0,68.0,76,59,78,74,77,84,87,85,64,69,CF
178,73,1,3,77.0,76.0,76.0,81.0,48.0,59.0,82,65,73,65,60,84,80,68,54,62,RM
183,76,1,3,66.0,70.0,81.0,83.0,66.0,66.0,75,55,83,73,81,73,80,63,68,75,CM
185,75,1,2,66.0,47.0,58.0,64.0,82.0,80.0,44,81,41,70,68,61,66,76,82,64,CB
176,74,1,3,68.0,67.0,76.0,80.0,78.0,79.0,69,63,68,41,81,74,77,78,88,52,CM
173,71,1,5,86.0,76.0,73.0,84.0,57.0,68.0,73,72,79,64,66,86,78,83,68,76,RM
182,77,1,4,76.0,74.0,79.0,81.0,68.0,73.0,73,60,78,74,80,76,76,68,70,72,CM
178,77,1,3,68.0,66.0,77.0,77.0,77.0,78.0,68,65,69,63,77,76,70,72,87,73,CDM
170,69,0,4,74.0,73.0,83.0,81.0,49.0,74.0,81,42,82,78,76,82,80,66,69,76,CAM
181,78,1,3,58.0,79.0,82.0,77.0,72.0,70.0,81,66,81,81,82,69,68,58,76,82,CM
184,73,1,3,71.0,61.0,72.0,73.0,80.0,74.0,57,78,66,51,79,71,71,88,77,52,CB
182,74,1,4,90.0,80.0,71.0,76.0,36.0,77.0,74,74,72,57,64,83,72,84,72,72,ST
171,68,1,3,65.0,71.0,80.0,77.0,76.0,72.0,77,53,75,75,83,79,86,61,84,75,CDM
184,73,1,4,72.0,78.0,77.0,81.0,41.0,74.0,69,73,80,76,74,72,74,82,69,69,CF
177,86,0,4,82.0,64.0,74.0,81.0,75.0,75.0,80,59,65,50,67,72,82,59,63,51,LB
184,78,1,2,66.0,46.0,74.0,70.0,81.0,74.0,73,81,67,49,78,73,64,80,76,35,CB
174,71,0,4,71.0,75.0,80.0,84.0,69.0,68.0,74,55,80,61,80,83,80,75,70,67,CM
184,83,0,2,70.0,70.0,67.0,61.0,81.0,81.0,53,83,58,66,80,63,63,86,81,61,CB
180,80,1,4,69.0,71.0,77.0,78.0,75.0,73.0,72,41,60,70,80,69,62,55,72,61,CM
187,77,1,4,74.0,76.0,80.0,82.0,58.0,66.0,79,64,77,76,77,80,74,77,56,65,CAM
172,71,1,3,57.0,42.0,75.0,77.0,76.0,76.0,70,57,65,62,78,82,88,79,82,58,CDM
181,76,1,3,79.0,55.0,73.0,74.0,78.0,77.0,81,73,70,57,70,66,70,84,75,52,RB
170,63,1,4,65.0,75.0,80.0,83.0,52.0,66.0,74,54,78,74,77,77,85,61,59,77,CAM
183,70,1,3,75.0,77.0,79.0,82.0,43.0,69.0,77,62,84,81,76,79,69,69,65,78,CAM
182,71,1,4,77.0,82.0,74.0,79.0,39.0,73.0,69,71,74,81,69,80,77,85,58,75,ST
179,70,0,4,79.0,79.0,79.0,80.0,41.0,68.0,80,70,83,72,75,85,68,76,56,78,RW
182,75,0,2,65.0,62.0,68.0,67.0,80.0,78.0,61,78,72,62,73,58,64,81,80,59,CB
172,69,1,4,67.0,74.0,83.0,82.0,69.0,69.0,83,47,81,79,82,86,90,36,83,75,CM
190,82,1,3,66.0,79.0,62.0,74.0,51.0,81.0,42,85,57,46,49,67,52,82,70,88,ST
192,84,0,2,61.0,50.0,63.0,60.0,82.0,77.0,57,80,36,38,74,47,34,75,86,48,CB
191,82,1,2,55.0,49.0,65.0,65.0,82.0,80.0,60,84,53,33,70,52,59,85,77,48,CB
179,74,1,3,77.0,82.0,63.0,77.0,41.0,74.0,59,71,54,46,59,73,75,73,69,82,ST
170,69,1,3,87.0,80.0,61.0,79.0,25.0,67.0,53,77,68,57,55,90,89,91,66,79,ST
174,72,1,4,88.0,78.0,78.0,81.0,46.0,69.0,78,66,75,76,73,85,78,79,65,74,CAM
181,78,0,3,77.0,78.0,76.0,78.0,40.0,82.0,74,84,70,59,71,71,63,88,72,69,ST
170,70,1,3,75.0,53.0,71.0,76.0,79.0,69.0,78,69,66,54,64,71,80,76,82,46,LWB
188,80,1,4,68.0,78.0,78.0,82.0,65.0,75.0,72,79,77,60,80,76,66,71,70,80,CAM
177,77,0,3,82.0,67.0,79.0,75.0,73.0,75.0,90,60,80,75,76,76,74,71,73,60,LB
179,73,1,4,69.0,69.0,80.0,83.0,66.0,68.0,76,55,74,67,79,80,77,62,60,66,CM
187,81,1,2,65.0,31.0,65.0,68.0,83.0,72.0,49,79,41,39,71,61,60,75,73,36,CB
175,75,1,3,82.0,64.0,76.0,77.0,74.0,88.0,81,60,80,58,67,81,86,81,86,54,RB
183,83,1,3,84.0,66.0,73.0,76.0,76.0,79.0,76,71,69,69,71,78,78,83,74,59,RB
181,81,1,3,66.0,77.0,77.0,78.0,76.0,78.0,65,83,66,67,84,75,76,83,83,61,CM
173,68,1,4,83.0,77.0,78.0,79.0,55.0,72.0,81,60,77,75,75,83,82,63,76,77,RM
184,80,1,2,83.0,43.0,67.0,71.0,81.0,81.0,58,77,52,29,71,69,62,82,76,39,CB
172,64,1,4,70.0,73.0,75.0,85.0,65.0,66.0,62,42,64,70,75,88,90,52,78,58,CM
187,80,1,3,63.0,51.0,73.0,72.0,81.0,78.0,62,76,64,59,80,62,60,77,83,54,CB
187,88,1,2,85.0,51.0,64.0,71.0,82.0,77.0,72,78,45,22,63,63,60,82,72,26,CB
174,72,1,4,86.0,75.0,73.0,85.0,32.0,62.0,74,45,81,56,67,89,84,61,43,64,LM
175,73,1,2,78.0,63.0,70.0,75.0,74.0,80.0,78,64,65,33,70,76,78,69,88,45,RB
177,79,1,4,88.0,80.0,67.0,81.0,38.0,76.0,68,71,64,62,65,91,72,74,68,80,ST
187,86,1,3,65.0,80.0,64.0,74.0,35.0,80.0,50,80,51,36,65,60,73,70,69,79,ST
183,74,1,4,63.0,75.0,81.0,77.0,67.0,76.0,70,47,83,81,84,67,58,55,80,69,CM
175,70,1,4,89.0,75.0,74.0,81.0,39.0,69.0,74,61,75,67,66,83,84,73,62,76,LM
175,73,1,3,82.0,76.0,76.0,81.0,63.0,65.0,76,49,74,75,65,85,84,73,72,69,RM
178,78,1,4,85.0,78.0,75.0,82.0,39.0,69.0,77,60,78,66,63,79,89,68,50,68,LM
178,70,0,3,84.0,60.0,75.0,77.0,75.0,79.0,82,59,72,56,68,76,77,80,84,42,LB
175,70,0,4,73.0,67.0,80.0,84.0,73.0,73.0,72,62,70,73,83,86,88,78,81,68,CM
175,64,0,3,73.0,65.0,80.0,80.0,77.0,69.0,82,70,81,76,78,78,78,72,74,59,LB
177,69,1,4,82.0,57.0,68.0,81.0,75.0,75.0,76,58,61,30,65,87,79,81,81,38,RWB
187,91,1,2,81.0,48.0,67.0,74.0,81.0,77.0,53,78,54,59,69,69,65,83,74,40,CB
191,81,1,3,83.0,64.0,72.0,75.0,80.0,84.0,67,67,63,46,73,67,64,66,85,38,CDM
190,77,1,2,61.0,45.0,50.0,59.0,80.0,84.0,34,82,38,34,42,34,57,87,85,47,CB
168,62,1,4,67.0,60.0,83.0,83.0,67.0,59.0,78,45,75,75,84,81,91,68,71,73,CM
184,72,0,3,74.0,64.0,79.0,80.0,78.0,77.0,73,54,79,60,79,79,81,68,81,67,CM
177,75,1,3,76.0,51.0,70.0,77.0,77.0,70.0,81,69,55,49,75,83,71,55,62,41,RB
171,63,0,4,80.0,72.0,77.0,82.0,26.0,45.0,73,44,56,75,80,85,89,43,41,74,CAM
179,80,1,2,67.0,39.0,55.0,58.0,81.0,85.0,39,82,33,72,66,55,67,90,76,43,CB
176,70,1,4,84.0,74.0,77.0,84.0,72.0,84.0,72,61,69,68,79,85,89,84,84,68,CM
179,78,1,4,90.0,79.0,72.0,83.0,30.0,74.0,71,69,74,61,64,84,83,77,62,74,ST
185,82,1,2,76.0,46.0,60.0,67.0,80.0,80.0,46,75,39,39,64,64,57,76,89,52,CB
185,78,1,3,88.0,80.0,63.0,75.0,39.0,81.0,64,78,63,48,53,77,68,88,76,75,ST
174,76,0,3,69.0,70.0,73.0,77.0,73.0,81.0,59,44,70,60,77,78,77,63,85,56,CDM
183,62,1,3,82.0,61.0,74.0,81.0,75.0,71.0,74,65,67,33,73,86,67,69,69,37,RB
184,68,1,3,74.0,50.0,72.0,73.0,79.0,78.0,64,73,59,47,78,66,67,74,83,63,CDM
193,88,1,3,66.0,75.0,75.0,75.0,78.0,84.0,68,78,72,53,78,66,60,73,88,60,CDM
190,75,0,2,65.0,33.0,65.0,69.0,82.0,80.0,67,81,43,36,73,58,57,71,80,47,CB
176,73,1,5,95.0,70.0,71.0,87.0,29.0,66.0,71,50,77,62,67,94,81,75,58,65,LW
186,84,1,3,66.0,81.0,68.0,73.0,32.0,82.0,59,87,75,57,64,67,57,83,74,72,ST
176,75,1,3,84.0,73.0,73.0,81.0,70.0,78.0,79,49,64,45,69,82,87,73,74,51,RM
186,81,1,2,72.0,22.0,49.0,50.0,81.0,76.0,29,81,27,22,50,35,60,79,78,31,CB
180,73,1,4,92.0,77.0,70.0,82.0,32.0,71.0,75,50,72,47,66,86,71,72,66,44,LM
178,79,1,3,83.0,77.0,78.0,82.0,48.0,71.0,71,65,70,72,77,78,88,55,68,66,CAM
178,72,0,4,85.0,73.0,78.0,80.0,45.0,57.0,77,45,72,76,73,82,73,50,57,73,RM
175,76,1,3,77.0,56.0,73.0,75.0,78.0,81.0,81,70,75,42,73,74,84,84,86,49,RB
178,65,0,3,84.0,68.0,76.0,82.0,65.0,64.0,79,45,76,69,63,83,83,54,66,64,RM
171,68,1,4,51.0,69.0,84.0,84.0,59.0,57.0,75,54,80,70,83,72,76,40,58,71,CM
175,70,1,3,56.0,70.0,81.0,77.0,77.0,75.0,85,65,81,75,80,68,72,62,86,89,CM
170,72,1,5,69.0,73.0,81.0,85.0,30.0,53.0,74,41,83,81,82,74,87,33,51,78,CF
186,86,1,3,60.0,81.0,68.0,72.0,36.0,74.0,64,84,61,62,54,52,47,76,52,83,ST
185,85,0,4,70.0,68.0,76.0,85.0,73.0,77.0,65,70,65,55,79,77,90,79,73,63,CM
180,75,0,2,73.0,65.0,72.0,76.0,77.0,79.0,72,68,60,52,72,81,76,86,81,56,CDM
180,70,1,4,72.0,78.0,79.0,80.0,61.0,62.0,79,55,77,71,80,79,80,36,66,69,RM
180,71,0,4,62.0,68.0,85.0,79.0,24.0,48.0,81,51,84,75,81,74,70,40,44,67,CAM
193,91,0,3,39.0,80.0,70.0,71.0,42.0,77.0,64,90,70,65,58,54,53,82,76,90,ST
186,77,1,3,54.0,78.0,82.0,78.0,59.0,66.0,85,60,87,84,78,66,61,65,57,78,CAM
181,72,1,3,45.0,64.0,75.0,72.0,75.0,70.0,54,57,50,71,83,55,52,60,75,62,CDM
182,80,1,3,65.0,64.0,74.0,74.0,75.0,78.0,62,62,70,65,80,71,63,70,83,68,CDM
181,78,1,3,70.0,66.0,77.0,75.0,73.0,75.0,73,51,75,63,79,70,75,53,74,63,CDM
183,75,1,4,79.0,77.0,77.0,83.0,44.0,75.0,75,76,83,70,74,88,82,75,77,71,ST
190,80,1,3,33.0,70.0,75.0,70.0,77.0,79.0,59,82,66,67,81,51,35,73,75,69,CDM
175,66,0,3,70.0,60.0,75.0,76.0,77.0,68.0,83,68,80,73,69,73,81,86,73,59,LB
180,82,0,2,62.0,42.0,58.0,63.0,81.0,78.0,59,79,45,31,61,63,65,89,84,42,CB
179,74,1,3,47.0,71.0,77.0,78.0,77.0,69.0,68,51,76,68,79,69,71,62,75,50,CDM
178,82,1,4,83.0,76.0,73.0,78.0,55.0,83.0,75,84,66,60,72,80,78,91,83,75,ST
178,73,1,4,87.0,75.0,74.0,79.0,46.0,63.0,75,65,85,68,66,93,80,69,51,69,LW
194,83,0,3,36.0,67.0,75.0,73.0,80.0,73.0,70,74,70,63,82,47,47,63,76,64,CDM
182,71,1,3,65.0,70.0,77.0,79.0,78.0,75.0,71,63,79,64,77,76,76,62,81,74,CM
185,78,1,4,83.0,78.0,77.0,79.0,41.0,72.0,73,78,70,72,74,74,81,78,62,76,ST
191,92,1,2,64.0,79.0,60.0,70.0,40.0,81.0,46,87,69,64,48,55,59,79,77,81,ST
180,77,1,4,84.0,80.0,73.0,79.0,48.0,79.0,67,72,76,80,66,83,90,83,69,85,ST
188,85,0,3,58.0,74.0,78.0,77.0,75.0,77.0,83,83,85,86,71,64,55,73,75,63,LWB
180,77,1,3,74.0,69.0,71.0,72.0,78.0,76.0,78,65,71,54,69,67,57,73,80,50,RB
168,71,1,4,68.0,82.0,76.0,83.0,43.0,70.0,75,68,87,79,69,78,84,70,73,81,ST
187,73,1,3,60.0,70.0,79.0,70.0,75.0,83.0,74,69,80,79,77,60,53,67,83,74,CDM
169,72,0,5,75.0,76.0,80.0,81.0,46.0,67.0,79,45,85,82,78,83,91,51,61,65,RW
182,84,1,3,71.0,83.0,69.0,79.0,37.0,70.0,61,77,73,74,64,82,58,72,51,86,ST
180,66,1,4,80.0,78.0,66.0,78.0,41.0,77.0,61,78,63,45,62,75,72,70,74,83,ST
187,82,1,2,49.0,40.0,59.0,56.0,81.0,79.0,42,80,28,35,66,37,36,72,81,38,CB
182,77,0,4,86.0,78.0,75.0,79.0,45.0,71.0,77,78,83,67,62,79,74,77,68,77,CAM
175,70,1,4,81.0,74.0,77.0,82.0,67.0,74.0,78,39,73,60,75,79,87,69,77,69,CM
180,75,1,3,70.0,56.0,67.0,71.0,80.0,79.0,73,84,63,62,67,72,69,84,79,60,CB
180,73,0,4,79.0,82.0,75.0,77.0,32.0,69.0,74,68,82,77,69,72,70,65,67,82,ST
185,82,0,3,50.0,64.0,79.0,69.0,69.0,80.0,71,62,76,77,84,49,61,33,91,63,CDM
178,65,1,4,89.0,75.0,74.0,80.0,48.0,62.0,75,47,82,78,70,79,79,71,48,56,LM
188,76,0,4,68.0,74.0,75.0,77.0,78.0,89.0,65,75,62,56,78,73,66,79,86,45,CM
186,80,1,2,47.0,58.0,75.0,67.0,79.0,75.0,67,74,60,62,85,48,54,84,70,60,CB
190,90,1,2,53.0,64.0,69.0,64.0,79.0,83.0,64,81,68,73,75,35,41,71,88,74,CB
177,73,1,4,88.0,73.0,73.0,83.0,30.0,64.0,74,40,80,77,62,90,83,35,59,77,LM
180,71,1,4,66.0,75.0,78.0,79.0,71.0,71.0,71,60,77,66,81,74,75,60,75,60,CM
195,97,1,2,62.0,36.0,64.0,65.0,79.0,83.0,50,79,46,35,74,51,47,83,77,56,CB
184,81,1,4,85.0,76.0,71.0,81.0,34.0,72.0,78,48,72,58,59,82,78,75,75,57,RW
182,75,1,2,64.0,33.0,59.0,58.0,80.0,82.0,51,75,47,45,68,64,71,90,88,36,CB
182,78,1,4,87.0,75.0,73.0,82.0,38.0,70.0,77,70,78,55,69,81,62,73,53,68,RM
179,70,1,3,71.0,80.0,73.0,76.0,72.0,78.0,67,77,61,44,77,68,68,69,79,76,CAM
191,76,1,3,44.0,50.0,70.0,73.0,78.0,75.0,61,61,54,51,73,64,54,51,75,47,CDM
169,66,1,4,84.0,80.0,66.0,78.0,32.0,67.0,67,74,66,69,53,83,87,78,62,70,ST
185,85,0,3,74.0,54.0,76.0,76.0,75.0,76.0,83,65,80,44,69,68,64,71,75,50,LB
182,76,0,3,69.0,58.0,75.0,75.0,78.0,73.0,76,66,72,48,75,68,68,74,73,54,LB
181,80,0,3,65.0,63.0,71.0,69.0,79.0,79.0,63,74,60,45,76,63,73,71,84,52,CDM
181,79,1,4,71.0,82.0,77.0,79.0,39.0,74.0,78,73,82,73,72,80,79,71,67,64,ST
178,75,1,4,56.0,71.0,78.0,78.0,70.0,67.0,72,71,78,69,79,70,67,69,69,65,CM
175,60,1,4,76.0,79.0,75.0,80.0,58.0,68.0,74,67,79,68,65,83,84,65,74,70,CAM
184,76,1,3,70.0,76.0,72.0,76.0,77.0,81.0,68,66,41,42,76,65,68,73,75,54,CM
190,83,1,2,68.0,39.0,59.0,50.0,82.0,79.0,53,80,42,30,68,44,51,37,82,38,CB
184,83,0,3,83.0,55.0,70.0,70.0,74.0,81.0,84,66,75,68,64,64,64,53,84,44,LB
180,79,1,4,75.0,82.0,68.0,81.0,35.0,68.0,55,76,70,77,66,78,76,81,63,78,ST
176,73,1,3,75.0,72.0,80.0,79.0,57.0,66.0,80,40,77,71,81,77,77,61,47,71,CM
169,65,0,4,73.0,76.0,81.0,83.0,39.0,51.0,79,49,85,83,73,89,87,49,60,77,CAM
184,83,1,3,88.0,51.0,69.0,73.0,74.0,80.0,77,67,64,48,65,76,73,78,74,35,RB
182,82,1,2,72.0,53.0,56.0,65.0,80.0,78.0,55,79,29,28,66,67,63,90,81,31,CB
171,71,0,4,80.0,76.0,79.0,79.0,45.0,58.0,80,56,77,79,79,81,86,65,58,69,LM
170,65,1,4,80.0,70.0,72.0,78.0,75.0,68.0,79,75,59,56,66,78,79,67,63,64,RB
183,73,0,4,58.0,76.0,79.0,82.0,65.0,70.0,76,46,85,80,80,77,78,69,69,70,CM
180,76,1,4,70.0,74.0,79.0,81.0,41.0,62.0,88,47,85,80,75,78,79,52,52,79,LM
201,93,1,3,71.0,77.0,62.0,70.0,45.0,84.0,41,85,58,30,68,46,32,58,77,84,ST
185,77,0,4,79.0,71.0,80.0,83.0,61.0,65.0,81,53,83,80,71,82,79,51,50,82,CAM
173,63,1,3,78.0,78.0,75.0,80.0,42.0,69.0,75,51,78,70,69,83,85,62,67,71,CF
182,71,1,3,75.0,74.0,75.0,76.0,75.0,81.0,68,67,63,63,77,74,71,81,75,68,CM
183,81,1,2,70.0,33.0,48.0,65.0,82.0,78.0,35,81,26,26,60,64,66,76,81,37,CB
182,75,1,3,76.0,66.0,73.0,74.0,75.0,71.0,81,69,74,59,68,71,68,65,75,59,RWB
